Creating 1000 new traders and sending orders:
Received: 1000 messages

Order Book(BTC -> ETH)
Entries: 1000, Bids: 496, Asks: 504
{'q': 2000, 'p_low': 94, 'p_high': 119, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader0:1'}
{'q': 1280, 'p_low': 95, 'p_high': 111, 'u_max': 497, 'order_type': 'sell', 'order_id': 'Trader71:1'}
{'q': 1377, 'p_low': 97, 'p_high': 112, 'u_max': 446, 'order_type': 'sell', 'order_id': 'Trader87:1'}
{'q': 1168, 'p_low': 92, 'p_high': 102, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader103:1'}
{'q': 1727, 'p_low': 85, 'p_high': 107, 'u_max': 479, 'order_type': 'buy', 'order_id': 'Trader119:1'}
{'q': 1229, 'p_low': 92, 'p_high': 113, 'u_max': 464, 'order_type': 'buy', 'order_id': 'Trader135:1'}
{'q': 1731, 'p_low': 99, 'p_high': 111, 'u_max': 435, 'order_type': 'buy', 'order_id': 'Trader151:1'}
{'q': 1152, 'p_low': 90, 'p_high': 115, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader167:1'}
{'q': 1152, 'p_low': 91, 'p_high': 114, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader183:1'}
{'q': 1533, 'p_low': 96, 'p_high': 113, 'u_max': 459, 'order_type': 'buy', 'order_id': 'Trader199:1'}
{'q': 1571, 'p_low': 96, 'p_high': 113, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader215:1'}
{'q': 1795, 'p_low': 80, 'p_high': 113, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader231:1'}
{'q': 1358, 'p_low': 89, 'p_high': 119, 'u_max': 488, 'order_type': 'buy', 'order_id': 'Trader247:1'}
{'q': 1708, 'p_low': 97, 'p_high': 119, 'u_max': 459, 'order_type': 'buy', 'order_id': 'Trader263:1'}
{'q': 1115, 'p_low': 98, 'p_high': 120, 'u_max': 433, 'order_type': 'buy', 'order_id': 'Trader279:1'}
{'q': 1430, 'p_low': 93, 'p_high': 109, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader295:1'}
{'q': 1095, 'p_low': 94, 'p_high': 119, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader311:1'}
{'q': 1530, 'p_low': 96, 'p_high': 103, 'u_max': 438, 'order_type': 'buy', 'order_id': 'Trader327:1'}
{'q': 1779, 'p_low': 96, 'p_high': 113, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader343:1'}
{'q': 1123, 'p_low': 94, 'p_high': 102, 'u_max': 420, 'order_type': 'sell', 'order_id': 'Trader359:1'}
{'q': 1901, 'p_low': 86, 'p_high': 116, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader375:1'}
{'q': 1476, 'p_low': 87, 'p_high': 120, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader391:1'}
{'q': 1384, 'p_low': 98, 'p_high': 110, 'u_max': 494, 'order_type': 'buy', 'order_id': 'Trader407:1'}
{'q': 1487, 'p_low': 89, 'p_high': 117, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader423:1'}
{'q': 1928, 'p_low': 80, 'p_high': 113, 'u_max': 412, 'order_type': 'buy', 'order_id': 'Trader439:1'}
{'q': 1487, 'p_low': 86, 'p_high': 106, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader455:1'}
{'q': 1859, 'p_low': 98, 'p_high': 103, 'u_max': 494, 'order_type': 'buy', 'order_id': 'Trader471:1'}
{'q': 1797, 'p_low': 82, 'p_high': 120, 'u_max': 471, 'order_type': 'buy', 'order_id': 'Trader487:1'}
{'q': 1860, 'p_low': 87, 'p_high': 108, 'u_max': 472, 'order_type': 'sell', 'order_id': 'Trader503:1'}
{'q': 1682, 'p_low': 95, 'p_high': 117, 'u_max': 418, 'order_type': 'sell', 'order_id': 'Trader519:1'}
{'q': 1394, 'p_low': 83, 'p_high': 120, 'u_max': 419, 'order_type': 'sell', 'order_id': 'Trader535:1'}
{'q': 1218, 'p_low': 90, 'p_high': 114, 'u_max': 404, 'order_type': 'buy', 'order_id': 'Trader551:1'}
{'q': 1315, 'p_low': 93, 'p_high': 117, 'u_max': 491, 'order_type': 'sell', 'order_id': 'Trader567:1'}
{'q': 1832, 'p_low': 93, 'p_high': 104, 'u_max': 484, 'order_type': 'buy', 'order_id': 'Trader583:1'}
{'q': 1395, 'p_low': 87, 'p_high': 103, 'u_max': 463, 'order_type': 'buy', 'order_id': 'Trader599:1'}
{'q': 1631, 'p_low': 80, 'p_high': 104, 'u_max': 460, 'order_type': 'sell', 'order_id': 'Trader615:1'}
{'q': 1649, 'p_low': 89, 'p_high': 107, 'u_max': 498, 'order_type': 'sell', 'order_id': 'Trader631:1'}
{'q': 1403, 'p_low': 99, 'p_high': 117, 'u_max': 473, 'order_type': 'sell', 'order_id': 'Trader647:1'}
{'q': 1344, 'p_low': 97, 'p_high': 116, 'u_max': 500, 'order_type': 'buy', 'order_id': 'Trader663:1'}
{'q': 1349, 'p_low': 92, 'p_high': 107, 'u_max': 497, 'order_type': 'buy', 'order_id': 'Trader679:1'}
{'q': 1966, 'p_low': 88, 'p_high': 111, 'u_max': 422, 'order_type': 'buy', 'order_id': 'Trader695:1'}
{'q': 1934, 'p_low': 85, 'p_high': 111, 'u_max': 436, 'order_type': 'buy', 'order_id': 'Trader711:1'}
{'q': 1834, 'p_low': 97, 'p_high': 103, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader727:1'}
{'q': 1539, 'p_low': 83, 'p_high': 109, 'u_max': 415, 'order_type': 'buy', 'order_id': 'Trader743:1'}
{'q': 1001, 'p_low': 96, 'p_high': 113, 'u_max': 457, 'order_type': 'sell', 'order_id': 'Trader759:1'}
{'q': 1415, 'p_low': 91, 'p_high': 115, 'u_max': 487, 'order_type': 'sell', 'order_id': 'Trader775:1'}
{'q': 1613, 'p_low': 86, 'p_high': 113, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader791:1'}
{'q': 1100, 'p_low': 83, 'p_high': 113, 'u_max': 489, 'order_type': 'buy', 'order_id': 'Trader807:1'}
{'q': 1904, 'p_low': 87, 'p_high': 116, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader823:1'}
{'q': 1040, 'p_low': 97, 'p_high': 118, 'u_max': 475, 'order_type': 'sell', 'order_id': 'Trader839:1'}
{'q': 1661, 'p_low': 97, 'p_high': 103, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader855:1'}
{'q': 1027, 'p_low': 96, 'p_high': 115, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader871:1'}
{'q': 1111, 'p_low': 97, 'p_high': 106, 'u_max': 500, 'order_type': 'sell', 'order_id': 'Trader887:1'}
{'q': 1109, 'p_low': 84, 'p_high': 107, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader903:1'}
{'q': 1457, 'p_low': 98, 'p_high': 108, 'u_max': 441, 'order_type': 'buy', 'order_id': 'Trader919:1'}
{'q': 1055, 'p_low': 90, 'p_high': 108, 'u_max': 474, 'order_type': 'buy', 'order_id': 'Trader935:1'}
{'q': 1287, 'p_low': 83, 'p_high': 119, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader951:1'}
{'q': 1316, 'p_low': 80, 'p_high': 115, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader967:1'}
{'q': 1319, 'p_low': 86, 'p_high': 113, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader983:1'}
{'q': 1339, 'p_low': 83, 'p_high': 119, 'u_max': 444, 'order_type': 'buy', 'order_id': 'Trader999:1'}
{'q': 1076, 'p_low': 83, 'p_high': 112, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader15:1'}
{'q': 1513, 'p_low': 87, 'p_high': 116, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader47:1'}
{'q': 1718, 'p_low': 80, 'p_high': 107, 'u_max': 432, 'order_type': 'sell', 'order_id': 'Trader79:1'}
{'q': 1184, 'p_low': 93, 'p_high': 114, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader111:1'}
{'q': 1057, 'p_low': 83, 'p_high': 105, 'u_max': 487, 'order_type': 'sell', 'order_id': 'Trader143:1'}
{'q': 1986, 'p_low': 84, 'p_high': 111, 'u_max': 471, 'order_type': 'buy', 'order_id': 'Trader175:1'}
{'q': 1401, 'p_low': 89, 'p_high': 114, 'u_max': 470, 'order_type': 'buy', 'order_id': 'Trader207:1'}
{'q': 1098, 'p_low': 95, 'p_high': 116, 'u_max': 488, 'order_type': 'sell', 'order_id': 'Trader239:1'}
{'q': 1991, 'p_low': 96, 'p_high': 105, 'u_max': 477, 'order_type': 'sell', 'order_id': 'Trader271:1'}
{'q': 1354, 'p_low': 87, 'p_high': 109, 'u_max': 485, 'order_type': 'sell', 'order_id': 'Trader303:1'}
{'q': 1616, 'p_low': 87, 'p_high': 114, 'u_max': 400, 'order_type': 'sell', 'order_id': 'Trader335:1'}
{'q': 1662, 'p_low': 80, 'p_high': 119, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader367:1'}
{'q': 1338, 'p_low': 98, 'p_high': 101, 'u_max': 474, 'order_type': 'sell', 'order_id': 'Trader399:1'}
{'q': 1311, 'p_low': 82, 'p_high': 106, 'u_max': 464, 'order_type': 'buy', 'order_id': 'Trader431:1'}
{'q': 1814, 'p_low': 96, 'p_high': 109, 'u_max': 439, 'order_type': 'buy', 'order_id': 'Trader463:1'}
{'q': 1009, 'p_low': 92, 'p_high': 119, 'u_max': 439, 'order_type': 'sell', 'order_id': 'Trader495:1'}
{'q': 1692, 'p_low': 95, 'p_high': 109, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader527:1'}
{'q': 1078, 'p_low': 98, 'p_high': 110, 'u_max': 458, 'order_type': 'buy', 'order_id': 'Trader559:1'}
{'q': 1318, 'p_low': 94, 'p_high': 108, 'u_max': 438, 'order_type': 'sell', 'order_id': 'Trader591:1'}
{'q': 1476, 'p_low': 91, 'p_high': 109, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader623:1'}
{'q': 1441, 'p_low': 86, 'p_high': 106, 'u_max': 466, 'order_type': 'buy', 'order_id': 'Trader655:1'}
{'q': 1214, 'p_low': 96, 'p_high': 108, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader687:1'}
{'q': 1284, 'p_low': 96, 'p_high': 112, 'u_max': 452, 'order_type': 'buy', 'order_id': 'Trader719:1'}
{'q': 1608, 'p_low': 80, 'p_high': 110, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader751:1'}
{'q': 1421, 'p_low': 97, 'p_high': 117, 'u_max': 468, 'order_type': 'sell', 'order_id': 'Trader783:1'}
{'q': 1234, 'p_low': 80, 'p_high': 117, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader815:1'}
{'q': 1516, 'p_low': 89, 'p_high': 109, 'u_max': 458, 'order_type': 'sell', 'order_id': 'Trader847:1'}
{'q': 1273, 'p_low': 90, 'p_high': 107, 'u_max': 447, 'order_type': 'buy', 'order_id': 'Trader879:1'}
{'q': 1064, 'p_low': 97, 'p_high': 103, 'u_max': 497, 'order_type': 'sell', 'order_id': 'Trader911:1'}
{'q': 1113, 'p_low': 82, 'p_high': 112, 'u_max': 451, 'order_type': 'sell', 'order_id': 'Trader943:1'}
{'q': 1112, 'p_low': 80, 'p_high': 112, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader975:1'}
{'q': 1800, 'p_low': 95, 'p_high': 106, 'u_max': 415, 'order_type': 'buy', 'order_id': 'Trader31:1'}
{'q': 1427, 'p_low': 82, 'p_high': 120, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader95:1'}
{'q': 1508, 'p_low': 94, 'p_high': 114, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader159:1'}
{'q': 1816, 'p_low': 98, 'p_high': 118, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader223:1'}
{'q': 1399, 'p_low': 82, 'p_high': 101, 'u_max': 438, 'order_type': 'buy', 'order_id': 'Trader287:1'}
{'q': 1950, 'p_low': 98, 'p_high': 114, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader351:1'}
{'q': 1909, 'p_low': 84, 'p_high': 109, 'u_max': 470, 'order_type': 'sell', 'order_id': 'Trader415:1'}
{'q': 1896, 'p_low': 88, 'p_high': 118, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader479:1'}
{'q': 1844, 'p_low': 94, 'p_high': 111, 'u_max': 432, 'order_type': 'sell', 'order_id': 'Trader543:1'}
{'q': 1861, 'p_low': 80, 'p_high': 107, 'u_max': 472, 'order_type': 'sell', 'order_id': 'Trader607:1'}
{'q': 1992, 'p_low': 93, 'p_high': 116, 'u_max': 488, 'order_type': 'buy', 'order_id': 'Trader671:1'}
{'q': 1106, 'p_low': 94, 'p_high': 104, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader735:1'}
{'q': 1603, 'p_low': 82, 'p_high': 108, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader799:1'}
{'q': 1184, 'p_low': 84, 'p_high': 115, 'u_max': 443, 'order_type': 'buy', 'order_id': 'Trader863:1'}
{'q': 1963, 'p_low': 87, 'p_high': 111, 'u_max': 475, 'order_type': 'buy', 'order_id': 'Trader927:1'}
{'q': 1612, 'p_low': 86, 'p_high': 113, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader991:1'}
{'q': 1748, 'p_low': 95, 'p_high': 120, 'u_max': 435, 'order_type': 'sell', 'order_id': 'Trader63:1'}
{'q': 1447, 'p_low': 85, 'p_high': 103, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader191:1'}
{'q': 1254, 'p_low': 83, 'p_high': 115, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader319:1'}
{'q': 1270, 'p_low': 83, 'p_high': 104, 'u_max': 457, 'order_type': 'sell', 'order_id': 'Trader447:1'}
{'q': 1843, 'p_low': 92, 'p_high': 120, 'u_max': 486, 'order_type': 'sell', 'order_id': 'Trader575:1'}
{'q': 1626, 'p_low': 94, 'p_high': 116, 'u_max': 474, 'order_type': 'sell', 'order_id': 'Trader703:1'}
{'q': 1960, 'p_low': 89, 'p_high': 106, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader831:1'}
{'q': 1857, 'p_low': 95, 'p_high': 116, 'u_max': 466, 'order_type': 'buy', 'order_id': 'Trader959:1'}
{'q': 1558, 'p_low': 94, 'p_high': 120, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader127:1'}
{'q': 1257, 'p_low': 86, 'p_high': 104, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader383:1'}
{'q': 1117, 'p_low': 89, 'p_high': 103, 'u_max': 429, 'order_type': 'sell', 'order_id': 'Trader639:1'}
{'q': 1979, 'p_low': 98, 'p_high': 119, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader895:1'}
{'q': 1522, 'p_low': 87, 'p_high': 118, 'u_max': 424, 'order_type': 'sell', 'order_id': 'Trader255:1'}
{'q': 1607, 'p_low': 89, 'p_high': 120, 'u_max': 480, 'order_type': 'sell', 'order_id': 'Trader767:1'}
{'q': 1184, 'p_low': 99, 'p_high': 109, 'u_max': 412, 'order_type': 'sell', 'order_id': 'Trader511:1'}

Old p_high:  0 new p_high:  119
Uh Oh, need to resize my aggregates!
No need to resize since aggregate matrix is empty!
No need to resize since aggregate matrix is empty!
Creating initial agg_supply ndarray
Creating initial agg_demand ndarray
Old p_high:  119 new p_high:  120
Uh Oh, need to resize my aggregates!
p*:0, u*:111355.5
best bid: 0, best ask:222711
         802987 function calls (790987 primitive calls) in 0.982 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.982    0.982 simulation.py:297(test_random)
        1    0.001    0.001    0.552    0.552 simulation.py:47(send_orders)
       10    0.004    0.000    0.480    0.048 /Users/JasonVranek/Desktop/Flow/order_book.py:29(process_messages)
     1000    0.008    0.000    0.455    0.000 /Users/JasonVranek/Desktop/Flow/order_book.py:78(add_order)
     1000    0.273    0.000    0.442    0.000 /Users/JasonVranek/Desktop/Flow/order_book.py:54(is_update)
        1    0.000    0.000    0.424    0.424 /Users/JasonVranek/Desktop/Flow/exchange.py:255(hold_batch)
       10    0.007    0.001    0.345    0.035 /Users/JasonVranek/Desktop/Flow/exchange.py:263(process_messages)
     1000    0.025    0.000    0.200    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/lib/index_tricks.py:247(__getitem__)
      504    0.048    0.000    0.171    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:82(calc_supply)
   500500    0.169    0.000    0.169    0.000 {method 'split' of 'str' objects}
      496    0.039    0.000    0.133    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:46(calc_demand)
     1001    0.087    0.000    0.087    0.000 {built-in method numpy.core.multiarray.concatenate}
        1    0.000    0.000    0.079    0.079 /Users/JasonVranek/Desktop/Flow/exchange.py:226(calc_crossing)
        1    0.079    0.079    0.079    0.079 /Users/JasonVranek/Desktop/Flow/exchange.py:199(master_theorem)
     2000    0.053    0.000    0.053    0.000 {method 'remove' of 'list' objects}
     1000    0.001    0.000    0.042    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:43(get_order)
     1000    0.002    0.000    0.042    0.000 /Users/JasonVranek/Desktop/Flow/order_book.py:23(receive_message)
13000/1000    0.020    0.000    0.040    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/copy.py:132(deepcopy)
     1000    0.004    0.000    0.038    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numerictypes.py:950(find_common_type)
     3003    0.037    0.000    0.037    0.000 {built-in method numpy.core.multiarray.array}
     1000    0.008    0.000    0.034    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/copy.py:236(_deepcopy_dict)
     2000    0.024    0.000    0.032    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numerictypes.py:927(_can_coerce_all)
        1    0.005    0.005    0.029    0.029 simulation.py:30(setup_traders)
     2000    0.007    0.000    0.027    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2651(ndim)
     1000    0.001    0.000    0.020    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
   130940    0.019    0.000    0.019    0.000 {method 'append' of 'list' objects}
     5000    0.003    0.000    0.016    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/random.py:217(randint)
     5000    0.006    0.000    0.013    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/random.py:173(randrange)
     6000    0.005    0.000    0.008    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/random.py:223(_randbelow)
        1    0.000    0.000    0.005    0.005 /Users/JasonVranek/Desktop/Flow/order_book.py:195(pretty_book)
    26000    0.005    0.000    0.005    0.000 {method 'get' of 'dict' objects}
     1016    0.005    0.000    0.005    0.000 {built-in method builtins.print}
    14000    0.005    0.000    0.005    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numerictypes.py:936(<listcomp>)
    12002    0.004    0.000    0.004    0.000 {built-in method builtins.isinstance}
     1000    0.002    0.000    0.004    0.000 /Users/JasonVranek/Desktop/Flow/order_book.py:170(check_order_params)
     1000    0.003    0.000    0.003    0.000 /Users/JasonVranek/Desktop/Flow/trader.py:37(new_order)
    16000    0.003    0.000    0.003    0.000 {built-in method builtins.id}
     1000    0.001    0.000    0.003    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/random.py:253(choice)
    17026    0.002    0.000    0.002    0.000 {built-in method builtins.len}
     1000    0.002    0.000    0.002    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/copy.py:252(_keep_alive)
     8434    0.002    0.000    0.002    0.000 {method 'getrandbits' of '_random.Random' objects}
    12000    0.002    0.000    0.002    0.000 /usr/local/Cellar/python/3.6.5_1/Frameworks/Python.framework/Versions/3.6/lib/python3.6/copy.py:190(_deepcopy_atomic)
     1000    0.002    0.000    0.002    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numerictypes.py:1001(<listcomp>)
     1000    0.001    0.000    0.001    0.000 /Users/JasonVranek/Desktop/Flow/trader.py:11(__init__)
     1006    0.001    0.000    0.001    0.000 {built-in method math.ceil}
     1000    0.001    0.000    0.001    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:311(check_price)
     1001    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     6000    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
     1000    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1000    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numerictypes.py:1002(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:125(resize_schedules)
        2    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:150(resize_supply)
        2    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:130(resize_demand)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/lib/shape_base.py:1069(tile)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/lib/function_base.py:4476(append)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.where}
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:21(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 simulation.py:17(test_book)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/fromnumeric.py:552(transpose)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1471(ravel)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/order_book.py:12(__init__)
        2    0.000    0.000    0.000    0.000 {method 'resize' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/exchange.py:40(add_book)
        1    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/graph.py:6(__init__)
        3    0.000    0.000    0.000    0.000 /Users/JasonVranek/Desktop/Flow/env/lib/python3.6/site-packages/numpy/lib/shape_base.py:1140(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



